image_id,true_class,pred_class,confidence,correct,baseline,target,n_steps,raw_path
ISIC_0026337,bcc,bcc,0.2503989040851593,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/07_ISIC_0026337_black_pred.npy
ISIC_0026337,bcc,bcc,0.2503989040851593,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/07_ISIC_0026337_blurred_pred.npy
ISIC_0029857,bcc,bcc,0.8713772892951965,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/08_ISIC_0029857_black_pred.npy
ISIC_0029857,bcc,bcc,0.8713772892951965,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/08_ISIC_0029857_blurred_pred.npy
ISIC_0030782,bcc,bcc,0.9574956893920898,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/09_ISIC_0030782_black_pred.npy
ISIC_0030782,bcc,bcc,0.9574956893920898,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/09_ISIC_0030782_blurred_pred.npy
ISIC_0029391,bcc,bcc,0.9926788806915283,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/10_ISIC_0029391_black_pred.npy
ISIC_0029391,bcc,bcc,0.9926788806915283,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/10_ISIC_0029391_blurred_pred.npy
ISIC_0027814,bcc,akiec,0.3800608515739441,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/11_ISIC_0027814_black_pred.npy
ISIC_0027814,bcc,akiec,0.3800608515739441,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/11_ISIC_0027814_black_true.npy
ISIC_0027814,bcc,akiec,0.3800608515739441,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/11_ISIC_0027814_blurred_pred.npy
ISIC_0027814,bcc,akiec,0.3800608515739441,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/11_ISIC_0027814_blurred_true.npy
ISIC_0028858,bcc,nv,0.805629551410675,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/12_ISIC_0028858_black_pred.npy
ISIC_0028858,bcc,nv,0.805629551410675,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/12_ISIC_0028858_black_true.npy
ISIC_0028858,bcc,nv,0.805629551410675,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/12_ISIC_0028858_blurred_pred.npy
ISIC_0028858,bcc,nv,0.805629551410675,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/12_ISIC_0028858_blurred_true.npy
ISIC_0033366,bcc,nv,0.9874542951583862,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/13_ISIC_0033366_black_pred.npy
ISIC_0033366,bcc,nv,0.9874542951583862,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/13_ISIC_0033366_black_true.npy
ISIC_0033366,bcc,nv,0.9874542951583862,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/13_ISIC_0033366_blurred_pred.npy
ISIC_0033366,bcc,nv,0.9874542951583862,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/13_ISIC_0033366_blurred_true.npy
ISIC_0031819,bkl,bkl,0.32092732191085815,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/14_ISIC_0031819_black_pred.npy
ISIC_0031819,bkl,bkl,0.32092732191085815,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/14_ISIC_0031819_blurred_pred.npy
ISIC_0030067,bkl,bkl,0.8861109018325806,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/15_ISIC_0030067_black_pred.npy
ISIC_0030067,bkl,bkl,0.8861109018325806,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/15_ISIC_0030067_blurred_pred.npy
ISIC_0033200,bkl,bkl,0.9712803959846497,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/16_ISIC_0033200_black_pred.npy
ISIC_0033200,bkl,bkl,0.9712803959846497,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/16_ISIC_0033200_blurred_pred.npy
ISIC_0033631,bkl,bkl,0.9944855570793152,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/17_ISIC_0033631_black_pred.npy
ISIC_0033631,bkl,bkl,0.9944855570793152,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/17_ISIC_0033631_blurred_pred.npy
ISIC_0026728,bkl,bcc,0.2992072105407715,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/18_ISIC_0026728_black_pred.npy
ISIC_0026728,bkl,bcc,0.2992072105407715,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/18_ISIC_0026728_black_true.npy
ISIC_0026728,bkl,bcc,0.2992072105407715,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/18_ISIC_0026728_blurred_pred.npy
ISIC_0026728,bkl,bcc,0.2992072105407715,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/18_ISIC_0026728_blurred_true.npy
ISIC_0028264,bkl,akiec,0.7042739391326904,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/19_ISIC_0028264_black_pred.npy
ISIC_0028264,bkl,akiec,0.7042739391326904,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/19_ISIC_0028264_black_true.npy
ISIC_0028264,bkl,akiec,0.7042739391326904,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/19_ISIC_0028264_blurred_pred.npy
ISIC_0028264,bkl,akiec,0.7042739391326904,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/19_ISIC_0028264_blurred_true.npy
ISIC_0032113,bkl,nv,0.9729256629943848,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/20_ISIC_0032113_black_pred.npy
ISIC_0032113,bkl,nv,0.9729256629943848,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/20_ISIC_0032113_black_true.npy
ISIC_0032113,bkl,nv,0.9729256629943848,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/20_ISIC_0032113_blurred_pred.npy
ISIC_0032113,bkl,nv,0.9729256629943848,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/20_ISIC_0032113_blurred_true.npy
ISIC_0030555,df,df,0.4607714116573334,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/21_ISIC_0030555_black_pred.npy
ISIC_0030555,df,df,0.4607714116573334,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/21_ISIC_0030555_blurred_pred.npy
ISIC_0030015,df,df,0.6556983590126038,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/22_ISIC_0030015_black_pred.npy
ISIC_0030015,df,df,0.6556983590126038,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/22_ISIC_0030015_blurred_pred.npy
ISIC_0031443,df,df,0.8454031944274902,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/23_ISIC_0031443_black_pred.npy
ISIC_0031443,df,df,0.8454031944274902,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/23_ISIC_0031443_blurred_pred.npy
ISIC_0029130,df,df,0.9032793641090393,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/24_ISIC_0029130_black_pred.npy
ISIC_0029130,df,df,0.9032793641090393,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/24_ISIC_0029130_blurred_pred.npy
ISIC_0031457,df,bkl,0.3793085217475891,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/25_ISIC_0031457_black_pred.npy
ISIC_0031457,df,bkl,0.3793085217475891,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/25_ISIC_0031457_black_true.npy
ISIC_0031457,df,bkl,0.3793085217475891,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/25_ISIC_0031457_blurred_pred.npy
ISIC_0031457,df,bkl,0.3793085217475891,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/25_ISIC_0031457_blurred_true.npy
ISIC_0032468,df,mel,0.5995038747787476,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/26_ISIC_0032468_black_pred.npy
ISIC_0032468,df,mel,0.5995038747787476,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/26_ISIC_0032468_black_true.npy
ISIC_0032468,df,mel,0.5995038747787476,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/26_ISIC_0032468_blurred_pred.npy
ISIC_0032468,df,mel,0.5995038747787476,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/26_ISIC_0032468_blurred_true.npy
ISIC_0025980,df,nv,0.8947973847389221,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/27_ISIC_0025980_black_pred.npy
ISIC_0025980,df,nv,0.8947973847389221,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/27_ISIC_0025980_black_true.npy
ISIC_0025980,df,nv,0.8947973847389221,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/27_ISIC_0025980_blurred_pred.npy
ISIC_0025980,df,nv,0.8947973847389221,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/27_ISIC_0025980_blurred_true.npy
ISIC_0028968,mel,mel,0.35442206263542175,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/28_ISIC_0028968_black_pred.npy
ISIC_0028968,mel,mel,0.35442206263542175,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/28_ISIC_0028968_blurred_pred.npy
ISIC_0033586,mel,mel,0.7462621927261353,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/29_ISIC_0033586_black_pred.npy
ISIC_0033586,mel,mel,0.7462621927261353,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/29_ISIC_0033586_blurred_pred.npy
ISIC_0034145,mel,mel,0.9153695106506348,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/30_ISIC_0034145_black_pred.npy
ISIC_0034145,mel,mel,0.9153695106506348,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/30_ISIC_0034145_blurred_pred.npy
ISIC_0033426,mel,mel,0.99140864610672,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/31_ISIC_0033426_black_pred.npy
ISIC_0033426,mel,mel,0.99140864610672,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/31_ISIC_0033426_blurred_pred.npy
ISIC_0033603,mel,nv,0.3301362991333008,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/32_ISIC_0033603_black_pred.npy
ISIC_0033603,mel,nv,0.3301362991333008,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/32_ISIC_0033603_black_true.npy
ISIC_0033603,mel,nv,0.3301362991333008,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/32_ISIC_0033603_blurred_pred.npy
ISIC_0033603,mel,nv,0.3301362991333008,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/32_ISIC_0033603_blurred_true.npy
ISIC_0024400,mel,bkl,0.7602201104164124,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/33_ISIC_0024400_black_pred.npy
ISIC_0024400,mel,bkl,0.7602201104164124,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/33_ISIC_0024400_black_true.npy
ISIC_0024400,mel,bkl,0.7602201104164124,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/33_ISIC_0024400_blurred_pred.npy
ISIC_0024400,mel,bkl,0.7602201104164124,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/33_ISIC_0024400_blurred_true.npy
ISIC_0026892,mel,nv,0.9834175705909729,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/34_ISIC_0026892_black_pred.npy
ISIC_0026892,mel,nv,0.9834175705909729,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/34_ISIC_0026892_black_true.npy
ISIC_0026892,mel,nv,0.9834175705909729,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/34_ISIC_0026892_blurred_pred.npy
ISIC_0026892,mel,nv,0.9834175705909729,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/34_ISIC_0026892_blurred_true.npy
ISIC_0029994,nv,nv,0.4252905547618866,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/35_ISIC_0029994_black_pred.npy
ISIC_0029994,nv,nv,0.4252905547618866,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/35_ISIC_0029994_blurred_pred.npy
ISIC_0026615,nv,nv,0.9500805735588074,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/36_ISIC_0026615_black_pred.npy
ISIC_0026615,nv,nv,0.9500805735588074,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/36_ISIC_0026615_blurred_pred.npy
ISIC_0024889,nv,nv,0.9673534035682678,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/37_ISIC_0024889_black_pred.npy
ISIC_0024889,nv,nv,0.9673534035682678,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/37_ISIC_0024889_blurred_pred.npy
ISIC_0026251,nv,nv,0.9920674562454224,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/38_ISIC_0026251_black_pred.npy
ISIC_0026251,nv,nv,0.9920674562454224,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/38_ISIC_0026251_blurred_pred.npy
ISIC_0026166,nv,mel,0.29953521490097046,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/39_ISIC_0026166_black_pred.npy
ISIC_0026166,nv,mel,0.29953521490097046,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/39_ISIC_0026166_black_true.npy
ISIC_0026166,nv,mel,0.29953521490097046,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/39_ISIC_0026166_blurred_pred.npy
ISIC_0026166,nv,mel,0.29953521490097046,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/39_ISIC_0026166_blurred_true.npy
ISIC_0032882,nv,mel,0.701164186000824,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/40_ISIC_0032882_black_pred.npy
ISIC_0032882,nv,mel,0.701164186000824,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/40_ISIC_0032882_black_true.npy
ISIC_0032882,nv,mel,0.701164186000824,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/40_ISIC_0032882_blurred_pred.npy
ISIC_0032882,nv,mel,0.701164186000824,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/40_ISIC_0032882_blurred_true.npy
ISIC_0033794,nv,bkl,0.9630426168441772,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/41_ISIC_0033794_black_pred.npy
ISIC_0033794,nv,bkl,0.9630426168441772,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/41_ISIC_0033794_black_true.npy
ISIC_0033794,nv,bkl,0.9630426168441772,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/41_ISIC_0033794_blurred_pred.npy
ISIC_0033794,nv,bkl,0.9630426168441772,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/41_ISIC_0033794_blurred_true.npy
ISIC_0033762,vasc,vasc,0.4358302652835846,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/42_ISIC_0033762_black_pred.npy
ISIC_0033762,vasc,vasc,0.4358302652835846,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/42_ISIC_0033762_blurred_pred.npy
ISIC_0030283,vasc,vasc,0.8722236156463623,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/43_ISIC_0030283_black_pred.npy
ISIC_0030283,vasc,vasc,0.8722236156463623,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/43_ISIC_0030283_blurred_pred.npy
ISIC_0031706,vasc,vasc,0.9851390719413757,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/44_ISIC_0031706_black_pred.npy
ISIC_0031706,vasc,vasc,0.9851390719413757,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/44_ISIC_0031706_blurred_pred.npy
ISIC_0024669,vasc,vasc,0.9911105632781982,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/45_ISIC_0024669_black_pred.npy
ISIC_0024669,vasc,vasc,0.9911105632781982,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/correct/45_ISIC_0024669_blurred_pred.npy
ISIC_0029486,vasc,nv,0.5117014050483704,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/46_ISIC_0029486_black_pred.npy
ISIC_0029486,vasc,nv,0.5117014050483704,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/46_ISIC_0029486_black_true.npy
ISIC_0029486,vasc,nv,0.5117014050483704,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/46_ISIC_0029486_blurred_pred.npy
ISIC_0029486,vasc,nv,0.5117014050483704,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/46_ISIC_0029486_blurred_true.npy
ISIC_0033230,vasc,bcc,0.7461810111999512,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/47_ISIC_0033230_black_pred.npy
ISIC_0033230,vasc,bcc,0.7461810111999512,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/47_ISIC_0033230_black_true.npy
ISIC_0033230,vasc,bcc,0.7461810111999512,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/47_ISIC_0033230_blurred_pred.npy
ISIC_0033230,vasc,bcc,0.7461810111999512,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/47_ISIC_0033230_blurred_true.npy
ISIC_0032775,vasc,mel,0.9708549380302429,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/48_ISIC_0032775_black_pred.npy
ISIC_0032775,vasc,mel,0.9708549380302429,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/48_ISIC_0032775_black_true.npy
ISIC_0032775,vasc,mel,0.9708549380302429,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/48_ISIC_0032775_blurred_pred.npy
ISIC_0032775,vasc,mel,0.9708549380302429,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold0/raw/failures/48_ISIC_0032775_blurred_true.npy
